image_name,image_type,n_test_transitions,global_accuracy,markov_accuracy,conditioned_accuracy,conditioned_gain_pp
6609.png,line,434,0.04838709677419355,0.27419354838709675,0.315668202764977,4.147465437788023
6666.png,pie,359,0.013927576601671309,0.2562674094707521,0.2646239554317549,0.835654596100277
6734.png,h_bar,329,0.0729483282674772,0.20972644376899696,0.2066869300911854,-0.30395136778115506
67626600001661.png,h_bar,88,0.03409090909090909,0.11363636363636363,0.2159090909090909,10.227272727272728
6770.png,line,377,0.03183023872679045,0.27586206896551724,0.2625994694960212,-1.326259946949604
6772.png,line,627,0.03189792663476874,0.3397129186602871,0.3349282296650718,-0.47846889952152805
6831.png,h_bar,84,0.011904761904761904,0.14285714285714285,0.17857142857142858,3.5714285714285725
6876.png,h_bar,185,0.11351351351351352,0.20540540540540542,0.14594594594594595,-5.9459459459459465
6877.png,line,284,0.028169014084507043,0.3204225352112676,0.35563380281690143,3.521126760563381
6879.png,line,287,0.03484320557491289,0.3588850174216028,0.34843205574912894,-1.0452961672473837
6910.png,line,547,0.02010968921389397,0.28153564899451555,0.263254113345521,-1.828153564899454
7010.png,line,431,0.02320185614849188,0.32018561484918795,0.28074245939675174,-3.9443155452436205
71549950001541.png,line,410,0.04878048780487805,0.32682926829268294,0.34146341463414637,1.4634146341463428
7206.png,line,339,0.02654867256637168,0.3215339233038348,0.36283185840707965,4.129793510324486
7246.png,h_bar,302,0.019867549668874173,0.2947019867549669,0.28807947019867547,-0.6622516556291425
7267.png,h_bar,313,0.054313099041533544,0.3226837060702875,0.2971246006389776,-2.5559105431309903
7288.png,pie,282,0.01773049645390071,0.25886524822695034,0.2801418439716312,2.127659574468088
7317.png,h_bar,337,0.011869436201780416,0.28486646884273,0.27002967359050445,-1.4836795252225532
74067221020171.png,h_bar,141,0.0,0.1773049645390071,0.19858156028368795,2.1276595744680855
74546114006911.png,h_bar,180,0.0,0.17777777777777778,0.2111111111111111,3.3333333333333326
75012880000273.png,h_bar,119,0.15966386554621848,0.07563025210084033,0.1092436974789916,3.3613445378151265
7503.png,h_bar,158,0.0189873417721519,0.2468354430379747,0.21518987341772153,-3.1645569620253164
75128429008318.png,line,305,0.029508196721311476,0.32459016393442625,0.3016393442622951,-2.2950819672131137
7544.png,h_bar,267,0.03745318352059925,0.1760299625468165,0.23595505617977527,5.992509363295878
7629.png,line,666,0.03153153153153153,0.2012012012012012,0.22372372372372373,2.252252252252254
764.png,h_bar,172,0.040697674418604654,0.23255813953488372,0.1686046511627907,-6.395348837209303
7665.png,line,668,0.01347305389221557,0.4026946107784431,0.31137724550898205,-9.131736526946105
767.png,h_bar,468,0.02564102564102564,0.37606837606837606,0.3269230769230769,-4.914529914529914
7670.png,h_bar,335,0.05970149253731343,0.22388059701492538,0.2507462686567164,2.6865671641791016
77342851005155.png,h_bar,376,0.015957446808510637,0.2632978723404255,0.27393617021276595,1.063829787234044
77362346003492.png,line,269,0.022304832713754646,0.17843866171003717,0.15985130111524162,-1.8587360594795543
7780.png,h_bar,211,0.023696682464454975,0.3175355450236967,0.27488151658767773,-4.265402843601896
7781.png,h_bar,374,0.026737967914438502,0.2967914438502674,0.27807486631016043,-1.8716577540106971
77896908001744.png,line,168,0.005952380952380952,0.17857142857142858,0.13690476190476192,-4.166666666666666
780.png,h_bar,244,0.012295081967213115,0.29098360655737704,0.32786885245901637,3.688524590163933
78337933005620.png,h_bar,98,0.01020408163265306,0.14285714285714285,0.1836734693877551,4.081632653061226
78467828000410.png,h_bar,84,0.0,0.19047619047619047,0.17857142857142858,-1.190476190476189
7855.png,h_bar,411,0.019464720194647202,0.2360097323600973,0.2749391727493917,3.892944038929441
7880.png,h_bar,365,0.049315068493150684,0.3315068493150685,0.25753424657534246,-7.397260273972606
7931.png,h_bar,131,0.0,0.3969465648854962,0.3893129770992366,-0.7633587786259555
7940.png,h_bar,211,0.023696682464454975,0.2843601895734597,0.2843601895734597,0.0
7946.png,h_bar,177,0.0,0.2824858757062147,0.2655367231638418,-1.6949152542372892
7969.png,line,514,0.009727626459143969,0.2898832684824903,0.29961089494163423,0.9727626459143934
797.png,h_bar,274,0.01824817518248175,0.20437956204379562,0.21532846715328466,1.0948905109489038
79962299000211.png,h_bar,78,0.01282051282051282,0.16666666666666666,0.2564102564102564,8.974358974358973
80027677000665.png,h_bar,79,0.26582278481012656,0.0759493670886076,0.08860759493670886,1.2658227848101264
804.png,pie,560,0.0017857142857142857,0.25535714285714284,0.2732142857142857,1.785714285714285
8054.png,h_bar,300,0.06666666666666667,0.31666666666666665,0.30333333333333334,-1.3333333333333308
8123.png,h_bar,231,0.05194805194805195,0.21645021645021645,0.2554112554112554,3.8961038961038974
8126.png,h_bar,203,0.024630541871921183,0.270935960591133,0.27586206896551724,0.49261083743842304
8127.png,h_bar,358,0.002793296089385475,0.1564245810055866,0.19832402234636873,4.189944134078213
81760907006238.png,line,221,0.013574660633484163,0.27149321266968324,0.2579185520361991,-1.3574660633484115
81814640000274.png,h_bar,165,0.06060606060606061,0.15757575757575756,0.3151515151515151,15.757575757575756
8206.png,h_bar,160,0.0,0.3375,0.2875,-5.000000000000004
8211.png,h_bar,283,0.01060070671378092,0.37809187279151946,0.36395759717314485,-1.4134275618374603
8221.png,h_bar,327,0.01834862385321101,0.4036697247706422,0.43730886850152906,3.3639143730886834
82213443009070.png,line,179,0.0111731843575419,0.3575418994413408,0.3575418994413408,0.0
8288.png,h_bar,276,0.04710144927536232,0.2971014492753623,0.25,-4.710144927536231
8289.png,h_bar,271,0.04797047970479705,0.2693726937269373,0.2693726937269373,0.0
82958760008919.png,h_bar,136,0.0,0.08088235294117647,0.23529411764705882,15.441176470588236
8311.png,h_bar,380,0.02631578947368421,0.35,0.40789473684210525,5.789473684210527
8312.png,h_bar,520,0.013461538461538462,0.375,0.3730769230769231,-0.19230769230769162
8340.png,h_bar,160,0.0375,0.2625,0.2375,-2.500000000000002
8455.png,h_bar,182,0.06593406593406594,0.3076923076923077,0.2967032967032967,-1.0989010989011005
8560.png,h_bar,409,0.05378973105134474,0.27383863080684595,0.2885085574572127,1.466992665036676
85705593003015.png,h_bar,154,0.012987012987012988,0.09090909090909091,0.16233766233766234,7.142857142857142
86071080009874.png,h_bar,78,0.0,0.07692307692307693,0.10256410256410256,2.5641025641025634
863.png,line,601,0.03161397670549085,0.3427620632279534,0.2945091514143095,-4.825291181364388
87189810001894.png,h_bar,180,0.0,0.12777777777777777,0.17777777777777778,5.000000000000002
8724.png,h_bar,360,0.03611111111111111,0.3277777777777778,0.2777777777777778,-4.999999999999999
8725.png,pie,116,0.017241379310344827,0.21551724137931033,0.43103448275862066,21.551724137931032
8736.png,h_bar,401,0.00997506234413965,0.36658354114713215,0.27680798004987534,-8.977556109725683
8743.png,pie,143,0.006993006993006993,0.26573426573426573,0.27972027972027974,1.3986013986014012
8745.png,h_bar,381,0.026246719160104987,0.30708661417322836,0.30446194225721784,-0.26246719160105125
87521083008215.png,line,266,0.015037593984962405,0.3684210526315789,0.37218045112781956,0.3759398496240629
87577610003493.png,h_bar,154,0.11688311688311688,0.06493506493506493,0.14935064935064934,8.441558441558442
8759.png,line,428,0.028037383177570093,0.2733644859813084,0.2757009345794392,0.23364485981308136
8778.png,h_bar,236,0.01694915254237288,0.1483050847457627,0.1864406779661017,3.8135593220338992
87889206001865.png,h_bar,124,0.04838709677419355,0.24193548387096775,0.28225806451612906,4.032258064516131
87897560003131.png,h_bar,94,0.02127659574468085,0.1276595744680851,0.1276595744680851,0.0
88152146008059.png,h_bar,120,0.0,0.058333333333333334,0.09166666666666666,3.3333333333333326
8838.png,h_bar,497,0.030181086519114688,0.26156941649899396,0.2575452716297787,-0.40241448692152626
8843.png,h_bar,173,0.017341040462427744,0.24855491329479767,0.24855491329479767,0.0
886.png,h_bar,377,0.03713527851458886,0.27586206896551724,0.27586206896551724,0.0
88624790005556.png,h_bar,157,0.08917197452229299,0.17834394904458598,0.12738853503184713,-5.095541401273884
8966.png,h_bar,405,0.009876543209876543,0.2617283950617284,0.30864197530864196,4.691358024691356
8969.png,h_bar,432,0.0023148148148148147,0.25462962962962965,0.24305555555555555,-1.1574074074074097
8986.png,h_bar,678,0.028023598820058997,0.37905604719764013,0.3834808259587021,0.4424778761061954
8992.png,h_bar,458,0.010917030567685589,0.3406113537117904,0.33406113537117904,-0.6550218340611369
90863287001159.png,h_bar,163,0.006134969325153374,0.09202453987730061,0.15337423312883436,6.134969325153375
9142.png,h_bar,652,0.02147239263803681,0.32515337423312884,0.32515337423312884,0.0
91874607001043.png,h_bar,213,0.004694835680751174,0.1643192488262911,0.15023474178403756,-1.408450704225353
9194.png,h_bar,200,0.02,0.335,0.255,-8.000000000000002
9198.png,pie,144,0.0,0.3263888888888889,0.2638888888888889,-6.25
92454868021990.png,h_bar,113,0.1504424778761062,0.10619469026548672,0.02654867256637168,-7.964601769911504
9249.png,pie,249,0.020080321285140562,0.26506024096385544,0.24096385542168675,-2.40963855421687
92897785004711.png,line,286,0.03146853146853147,0.23776223776223776,0.23426573426573427,-0.3496503496503489
951.png,pie,315,0.0761904761904762,0.2126984126984127,0.2634920634920635,5.079365079365081
95543699002475.png,h_bar,198,0.005050505050505051,0.23737373737373738,0.20707070707070707,-3.0303030303030303
9559.png,h_bar,489,0.06134969325153374,0.31901840490797545,0.30265848670756645,-1.6359918200408996
9570.png,h_bar,320,0.09375,0.3125,0.28125,-3.125
9575.png,pie,191,0.015706806282722512,0.12041884816753927,0.2513089005235602,13.089005235602091
9591.png,line,421,0.014251781472684086,0.29691211401425177,0.2921615201900237,-0.47505938242280443
96123018021644.png,h_bar,112,0.008928571428571428,0.044642857142857144,0.24107142857142858,19.642857142857142
9646.png,h_bar,189,0.07936507936507936,0.15873015873015872,0.1693121693121693,1.0582010582010581
9649.png,h_bar,313,0.012779552715654952,0.24281150159744408,0.28115015974440893,3.8338658146964857
96980063004401.png,line,231,0.0,0.45021645021645024,0.4025974025974026,-4.761904761904762
97703638005097.png,h_bar,145,0.0,0.2413793103448276,0.2620689655172414,2.068965517241381
9812.png,h_bar,121,0.06611570247933884,0.10743801652892562,0.17355371900826447,6.6115702479338845
98384795000189.png,h_bar,109,0.01834862385321101,0.1743119266055046,0.1743119266055046,0.0
9845.png,line,408,0.029411764705882353,0.32107843137254904,0.3480392156862745,2.6960784313725448
9854.png,h_bar,246,0.02032520325203252,0.2845528455284553,0.3252032520325203,4.0650406504065035
9855.png,h_bar,417,0.02877697841726619,0.3069544364508393,0.27817745803357313,-2.8776978417266177
9888.png,pie,271,0.05166051660516605,0.14760147601476015,0.2140221402214022,6.6420664206642055
9911.png,line,545,0.025688073394495414,0.27889908256880735,0.27339449541284405,-0.5504587155963303
99357250000902.png,line,164,0.024390243902439025,0.27439024390243905,0.31097560975609756,3.6585365853658516
9987.png,h_bar,333,0.03303303303303303,0.3633633633633634,0.3303303303303303,-3.3033033033033066
OECD_ADEQUACY_OF_MINIMUM_INCOME_BENEFITS_FRA_NLD_SVK_000010.png,v_bar,83,0.024096385542168676,0.1686746987951807,0.13253012048192772,-3.614457831325299
OECD_AGRICULTURAL_SUPPORT_COL_IND_JPN_KOR_NZL_000003.png,v_bar,192,0.020833333333333332,0.296875,0.20833333333333334,-8.854166666666666
OECD_AIR_AND_GHG_EMISSIONS_BEL_BEN_LBY_PAN_UZB_000121.png,line,375,0.005333333333333333,0.3626666666666667,0.336,-2.666666666666667
OECD_BUILT-UP_AREA_MNE_SLV_YEM_000001.png,v_bar,221,0.004524886877828055,0.1583710407239819,0.16289592760180996,0.4524886877828066
OECD_CRUDE_OIL_IMPORT_PRICES_PRT_000090.png,line,489,0.03680981595092025,0.2719836400817996,0.37423312883435583,10.224948875255624
OECD_DAILY_SMOKERS_CZE_IRL_LUX_LVA_SVN_000004.png,line,211,0.0,0.1990521327014218,0.3080568720379147,10.900473933649291
OECD_GROSS_PENSION_REPLACEMENT_RATES_HUN_MEX_000001.png,v_bar,167,0.041916167664670656,0.1377245508982036,0.16766467065868262,2.994011976047903
OECD_HOUSEHOLDS_WITH_BROADBAND_ACCESS_CAN_SVN_USA_000027.png,line,374,0.01871657754010695,0.2540106951871658,0.31283422459893045,5.882352941176467
OECD_HOUSING_PRICES_JPN_RUS_000007.png,v_bar,91,0.0,0.04395604395604396,0.08791208791208792,4.395604395604396
OECD_NUTRIENT_BALANCE_SWE_USA_000076.png,line,388,0.041237113402061855,0.24742268041237114,0.24742268041237114,0.0
OECD_PATENTS_ON_ENVIRONMENT_TECHNOLOGIES_CHN_MEX_TZA_000008.png,v_bar,184,0.010869565217391304,0.11956521739130435,0.10869565217391304,-1.086956521739131
OECD_PRIVATE_SPENDING_ON_EDUCATION_ARG_RUS_000004.png,v_bar,312,0.016025641025641024,0.21153846153846154,0.14423076923076922,-6.730769230769232
OECD_READING_PERFORMANCE_(PISA)_DEU_DNK_FIN_IDN_LTU_000003.png,v_bar,220,0.004545454545454545,0.1590909090909091,0.12727272727272726,-3.181818181818183
OECD_RUNNING_A_BUSINESS_BGD_SGP_TUR_ZAF_ZMB_000008.png,v_bar,135,0.014814814814814815,0.2518518518518518,0.17777777777777778,-7.407407407407404
OECD_SHORT-TERM_INTEREST_RATES_FORECAST_BRA_CHE_JPN_SVN_000076.png,line,403,0.034739454094292806,0.29528535980148884,0.3176178660049628,2.2332506203473934
OECD_TEACHERS'_SALARIES_DEU_LTU_POL_000004.png,line,152,0.013157894736842105,0.2236842105263158,0.2565789473684211,3.2894736842105283
OECD_WOMEN_IN_POLITICS_AGO_AZE_CUB_ECU_THA_000002.png,v_bar,185,0.0,0.23243243243243245,0.1945945945945946,-3.783783783783784
OECD_WOMEN_TEACHERS_BRA_CHE_000017.png,line,624,0.004807692307692308,0.27403846153846156,0.29967948717948717,2.5641025641025603
multi_col_1002.png,v_bar,341,0.09090909090909091,0.2844574780058651,0.3313782991202346,4.692082111436946
multi_col_100291.png,h_bar,236,0.09322033898305085,0.1483050847457627,0.1864406779661017,3.8135593220338992
multi_col_100300.png,v_bar,183,0.15846994535519127,0.32786885245901637,0.3442622950819672,1.6393442622950838
multi_col_100377.png,line,561,0.09090909090909091,0.32085561497326204,0.2887700534759358,-3.208556149732622
multi_col_100574.png,v_bar,227,0.11013215859030837,0.24669603524229075,0.21585903083700442,-3.0837004405286335
multi_col_100787.png,v_bar,430,0.13488372093023257,0.4186046511627907,0.42790697674418604,0.9302325581395321
multi_col_100891.png,v_bar,456,0.18201754385964913,0.3355263157894737,0.3618421052631579,2.631578947368424
multi_col_101089.png,v_bar,241,0.0912863070539419,0.29045643153526973,0.34439834024896265,5.394190871369292
multi_col_101110.png,v_bar,189,0.1746031746031746,0.31746031746031744,0.37037037037037035,5.291005291005291
multi_col_101128.png,v_bar,126,0.18253968253968253,0.2857142857142857,0.30952380952380953,2.3809523809523836
multi_col_101202.png,v_bar,275,0.09454545454545454,0.38181818181818183,0.4218181818181818,3.9999999999999982
multi_col_101266.png,v_bar,490,0.15714285714285714,0.40408163265306124,0.4326530612244898,2.857142857142858
multi_col_1057.png,v_bar,217,0.17511520737327188,0.3778801843317972,0.4377880184331797,5.990783410138251
multi_col_1086.png,v_bar,317,0.1167192429022082,0.41009463722397477,0.41324921135646686,0.3154574132492094
multi_col_1088.png,h_bar,445,0.10561797752808989,0.2966292134831461,0.20224719101123595,-9.438202247191013
multi_col_1238.png,v_bar,271,0.13653136531365315,0.2177121771217712,0.2767527675276753,5.904059040590409
multi_col_1240.png,v_bar,71,0.0,0.19718309859154928,0.2676056338028169,7.042253521126759
multi_col_1271.png,v_bar,380,0.12894736842105264,0.30526315789473685,0.3447368421052632,3.9473684210526327
multi_col_1287.png,v_bar,294,0.06462585034013606,0.4421768707482993,0.4965986394557823,5.4421768707483
multi_col_1326.png,v_bar,303,0.18811881188118812,0.22772277227722773,0.23102310231023102,0.3300330033003285
multi_col_1357.png,v_bar,236,0.1652542372881356,0.2330508474576271,0.23728813559322035,0.4237288135593237
multi_col_1360.png,v_bar,281,0.10676156583629894,0.42704626334519574,0.4412811387900356,1.4234875444839867
multi_col_1364.png,v_bar,430,0.07674418604651163,0.2302325581395349,0.26046511627906976,3.0232558139534875
multi_col_1370.png,v_bar,315,0.13333333333333333,0.44126984126984126,0.4666666666666667,2.5396825396825418
multi_col_1516.png,v_bar,324,0.1882716049382716,0.4012345679012346,0.41358024691358025,1.2345679012345678
multi_col_20009.png,v_bar,186,0.25806451612903225,0.3387096774193548,0.3709677419354839,3.2258064516129057
multi_col_20044.png,v_bar,164,0.16463414634146342,0.29878048780487804,0.29878048780487804,0.0
multi_col_20105.png,v_bar,262,0.1183206106870229,0.29770992366412213,0.3702290076335878,7.251908396946566
multi_col_20149.png,h_bar,347,0.0893371757925072,0.25360230547550433,0.23054755043227665,-2.305475504322768
multi_col_20176.png,v_bar,635,0.11653543307086614,0.3102362204724409,0.3228346456692913,1.2598425196850394
multi_col_20188.png,v_bar,448,0.13839285714285715,0.22544642857142858,0.29017857142857145,6.473214285714287
multi_col_20200.png,v_bar,369,0.13821138211382114,0.23848238482384823,0.26558265582655827,2.7100271002710037
multi_col_20261.png,h_bar,324,0.040123456790123455,0.39197530864197533,0.41358024691358025,2.1604938271604923
multi_col_20268.png,v_bar,214,0.17757009345794392,0.3364485981308411,0.3925233644859813,5.607476635514019
multi_col_20269.png,v_bar,280,0.14642857142857144,0.3392857142857143,0.3607142857142857,2.1428571428571406
multi_col_20288.png,v_bar,271,0.1070110701107011,0.24354243542435425,0.2878228782287823,4.428044280442803
multi_col_20324.png,line,69,0.014492753623188406,0.10144927536231885,0.07246376811594203,-2.8985507246376816
multi_col_20349.png,v_bar,372,0.11290322580645161,0.3118279569892473,0.3736559139784946,6.182795698924731
multi_col_20373.png,v_bar,201,0.12935323383084577,0.24378109452736318,0.31343283582089554,6.965174129353235
multi_col_20383.png,v_bar,227,0.11894273127753303,0.4052863436123348,0.4185022026431718,1.3215859030836996
multi_col_20430.png,v_bar,277,0.07220216606498195,0.23826714801444043,0.2779783393501805,3.971119133574008
multi_col_20477.png,v_bar,331,0.229607250755287,0.38368580060422963,0.41389728096676737,3.0211480362537735
multi_col_20479.png,v_bar,275,0.11636363636363636,0.3236363636363636,0.36363636363636365,4.0000000000000036
multi_col_20513.png,v_bar,153,0.1568627450980392,0.39869281045751637,0.39215686274509803,-0.6535947712418333
multi_col_20516.png,v_bar,146,0.08904109589041095,0.22602739726027396,0.19863013698630136,-2.73972602739726
multi_col_20556.png,v_bar,176,0.1590909090909091,0.30113636363636365,0.26704545454545453,-3.409090909090912
multi_col_20741.png,v_bar,231,0.0735930735930736,0.26406926406926406,0.3333333333333333,6.926406926406925
multi_col_20841.png,v_bar,275,0.12727272727272726,0.26545454545454544,0.2727272727272727,0.7272727272727264
multi_col_20853.png,line,254,0.12598425196850394,0.27165354330708663,0.22440944881889763,-4.7244094488189
multi_col_20895.png,v_bar,156,0.16666666666666666,0.24358974358974358,0.20512820512820512,-3.8461538461538463
multi_col_20953.png,v_bar,240,0.125,0.37083333333333335,0.3541666666666667,-1.6666666666666663
multi_col_21049.png,v_bar,249,0.1566265060240964,0.2931726907630522,0.2931726907630522,0.0
multi_col_211.png,v_bar,419,0.09307875894988067,0.2744630071599045,0.31742243436754175,4.2959427207637235
multi_col_217.png,line,872,0.06192660550458716,0.3038990825688073,0.29701834862385323,-0.6880733944954087
multi_col_228.png,v_bar,356,0.08426966292134831,0.2303370786516854,0.25842696629213485,2.808988764044945
multi_col_247.png,v_bar,300,0.12,0.30333333333333334,0.2866666666666667,-1.6666666666666663
multi_col_257.png,v_bar,141,0.04964539007092199,0.14184397163120568,0.2198581560283688,7.801418439716312
multi_col_262.png,v_bar,385,0.08051948051948052,0.38701298701298703,0.3246753246753247,-6.233766233766236
multi_col_285.png,line,218,0.06422018348623854,0.39908256880733944,0.40825688073394495,0.9174311926605505
multi_col_312.png,v_bar,322,0.10869565217391304,0.2950310559006211,0.2857142857142857,-0.9316770186335421
multi_col_317.png,v_bar,151,0.1456953642384106,0.33774834437086093,0.2781456953642384,-5.960264900662255
multi_col_333.png,v_bar,247,0.08502024291497975,0.32388663967611336,0.2834008097165992,-4.048582995951416
multi_col_36.png,v_bar,210,0.0380952380952381,0.4380952380952381,0.3476190476190476,-9.04761904761905
multi_col_40183.png,v_bar,136,0.058823529411764705,0.16176470588235295,0.16176470588235295,0.0
multi_col_40184.png,h_bar,609,0.07389162561576355,0.2561576354679803,0.21839080459770116,-3.7766830870279158
multi_col_403.png,h_bar,358,0.09217877094972067,0.30446927374301674,0.39664804469273746,9.21787709497207
multi_col_40311.png,v_bar,277,0.1299638989169675,0.2779783393501805,0.3176895306859206,3.971119133574008
multi_col_40440.png,v_bar,189,0.1746031746031746,0.32275132275132273,0.38095238095238093,5.82010582010582
multi_col_40666.png,v_bar,298,0.08389261744966443,0.24496644295302014,0.2651006711409396,2.013422818791946
multi_col_41003.png,v_bar,402,0.0845771144278607,0.27114427860696516,0.3358208955223881,6.467661691542292
multi_col_465.png,v_bar,355,0.14647887323943662,0.2591549295774648,0.30140845070422534,4.225352112676056
multi_col_524.png,line,327,0.08868501529051988,0.30275229357798167,0.24464831804281345,-5.810397553516822
multi_col_60139.png,v_bar,241,0.1950207468879668,0.42738589211618255,0.46887966804979253,4.149377593360998
multi_col_60308.png,v_bar,187,0.0213903743315508,0.4385026737967914,0.45989304812834225,2.1390374331550834
multi_col_60462.png,v_bar,310,0.11290322580645161,0.3032258064516129,0.3193548387096774,1.6129032258064502
multi_col_60616.png,v_bar,125,0.032,0.112,0.12,0.7999999999999994
multi_col_60625.png,h_bar,219,0.0091324200913242,0.2876712328767123,0.3333333333333333,4.5662100456621
multi_col_60679.png,v_bar,320,0.1375,0.315625,0.353125,3.7500000000000036
multi_col_60799.png,v_bar,128,0.171875,0.359375,0.3828125,2.34375
multi_col_60854.png,v_bar,309,0.12944983818770225,0.32362459546925565,0.34627831715210355,2.2653721682847907
multi_col_60928.png,v_bar,331,0.06646525679758308,0.18731117824773413,0.229607250755287,4.229607250755288
multi_col_60987.png,v_bar,283,0.11307420494699646,0.2826855123674912,0.31802120141342755,3.533568904593637
multi_col_703.png,v_bar,80,0.0125,0.2875,0.225,-6.249999999999997
multi_col_73.png,v_bar,304,0.05921052631578947,0.3125,0.3026315789473684,-0.9868421052631582
multi_col_80016.png,v_bar,468,0.09829059829059829,0.23504273504273504,0.29914529914529914,6.41025641025641
multi_col_80156.png,v_bar,273,0.15018315018315018,0.28205128205128205,0.3333333333333333,5.128205128205127
multi_col_80183.png,v_bar,276,0.14855072463768115,0.22826086956521738,0.2427536231884058,1.4492753623188415
multi_col_80270.png,h_bar,438,0.08904109589041095,0.3105022831050228,0.2876712328767123,-2.28310502283105
multi_col_80405.png,v_bar,149,0.14093959731543623,0.35570469798657717,0.2953020134228188,-6.040268456375836
multi_col_80704.png,line,356,0.0702247191011236,0.27247191011235955,0.24157303370786518,-3.0898876404494375
multi_col_830.png,v_bar,293,0.07167235494880546,0.4334470989761092,0.4402730375426621,0.6825938566552892
multi_col_837.png,v_bar,345,0.08405797101449275,0.26956521739130435,0.3101449275362319,4.057971014492756
multi_col_844.png,v_bar,350,0.1,0.2742857142857143,0.28285714285714286,0.8571428571428563
multi_col_848.png,v_bar,477,0.09014675052410902,0.2851153039832285,0.3081761006289308,2.306079664570232
multi_col_864.png,v_bar,264,0.07954545454545454,0.22348484848484848,0.2689393939393939,4.545454545454544
multi_col_895.png,v_bar,733,0.0572987721691678,0.34106412005457026,0.36425648021828105,2.319236016371079
multi_col_959.png,v_bar,405,0.07654320987654321,0.3728395061728395,0.32098765432098764,-5.185185185185187
multi_col_972.png,v_bar,298,0.053691275167785234,0.30201342281879195,0.33221476510067116,3.0201342281879207
multi_col_978.png,v_bar,254,0.09055118110236221,0.2874015748031496,0.35039370078740156,6.299212598425196
multi_col_997.png,v_bar,267,0.18352059925093633,0.2883895131086142,0.2846441947565543,-0.3745318352059934
two_col_100197.png,h_bar,223,0.03587443946188341,0.2556053811659193,0.25112107623318386,-0.4484304932735439
two_col_100372.png,v_bar,180,0.027777777777777776,0.17777777777777778,0.1388888888888889,-3.888888888888889
two_col_100855.png,v_bar,332,0.12048192771084337,0.24397590361445784,0.2710843373493976,2.7108433734939736
two_col_100878.png,v_bar,219,0.1141552511415525,0.2557077625570776,0.2648401826484018,0.91324200913242
two_col_100934.png,pie,326,0.02147239263803681,0.15644171779141106,0.22392638036809817,6.748466257668712
two_col_100989.png,pie,364,0.016483516483516484,0.3076923076923077,0.21428571428571427,-9.340659340659343
two_col_101081.png,v_bar,353,0.09631728045325778,0.2747875354107649,0.31728045325779036,4.249291784702547
two_col_101945.png,pie,321,0.040498442367601244,0.2398753894080997,0.26791277258566976,2.803738317757007
two_col_102435.png,v_bar,143,0.08391608391608392,0.13986013986013987,0.16083916083916083,2.097902097902096
two_col_102898.png,pie,174,0.0,0.14942528735632185,0.22988505747126436,8.045977011494251
two_col_104564.png,pie,234,0.02564102564102564,0.23931623931623933,0.23931623931623933,0.0
two_col_104702.png,pie,328,0.018292682926829267,0.14329268292682926,0.2804878048780488,13.719512195121956
two_col_2084.png,v_bar,141,0.06382978723404255,0.24113475177304963,0.3262411347517731,8.510638297872344
two_col_21898.png,pie,149,0.006711409395973154,0.33557046979865773,0.2080536912751678,-12.751677852348994
two_col_23305.png,v_bar,169,0.01775147928994083,0.15976331360946747,0.11834319526627218,-4.142011834319528
two_col_24282.png,h_bar,199,0.02512562814070352,0.08542713567839195,0.16080402010050251,7.537688442211056
two_col_24338.png,line,170,0.06470588235294118,0.3235294117647059,0.3176470588235294,-0.5882352941176505
two_col_24548.png,v_bar,111,0.10810810810810811,0.26126126126126126,0.21621621621621623,-4.504504504504503
two_col_3017.png,pie,273,0.03663003663003663,0.21978021978021978,0.23809523809523808,1.8315018315018305
two_col_3574.png,h_bar,472,0.04025423728813559,0.2478813559322034,0.2521186440677966,0.4237288135593209
two_col_373.png,v_bar,287,0.03484320557491289,0.289198606271777,0.27526132404181186,-1.3937282229965153
two_col_40160.png,v_bar,252,0.08333333333333333,0.1388888888888889,0.1746031746031746,3.57142857142857
two_col_40213.png,line,189,0.06349206349206349,0.19047619047619047,0.2222222222222222,3.1746031746031744
two_col_41275.png,line,180,0.011111111111111112,0.25,0.23333333333333334,-1.6666666666666663
two_col_41953.png,pie,221,0.00904977375565611,0.29411764705882354,0.35294117647058826,5.882352941176472
two_col_42142.png,pie,258,0.007751937984496124,0.28294573643410853,0.35658914728682173,7.36434108527132
two_col_4228.png,line,289,0.03806228373702422,0.09688581314878893,0.11072664359861592,1.3840830449826993
two_col_43126.png,v_bar,251,0.02390438247011952,0.2749003984063745,0.23904382470119523,-3.585657370517925
two_col_474.png,pie,250,0.008,0.164,0.212,4.799999999999999
two_col_4928.png,line,196,0.09183673469387756,0.12244897959183673,0.16326530612244897,4.081632653061224
two_col_5812.png,h_bar,348,0.017241379310344827,0.25,0.28735632183908044,3.735632183908044
two_col_6115.png,line,158,0.006329113924050633,0.2848101265822785,0.310126582278481,2.53164556962025
two_col_61188.png,line,365,0.07671232876712329,0.14520547945205478,0.20821917808219179,6.301369863013701
two_col_61268.png,pie,176,0.011363636363636364,0.2784090909090909,0.26704545454545453,-1.1363636363636354
two_col_613.png,h_bar,213,0.051643192488262914,0.20657276995305165,0.22065727699530516,1.4084507042253502
two_col_61941.png,pie,285,0.02456140350877193,0.21754385964912282,0.2771929824561403,5.964912280701751
two_col_62006.png,pie,224,0.03571428571428571,0.18303571428571427,0.17410714285714285,-0.8928571428571425
two_col_62581.png,line,373,0.021447721179624665,0.16085790884718498,0.14745308310991956,-1.3404825737265424
two_col_63321.png,line,130,0.13076923076923078,0.2230769230769231,0.2,-2.307692307692308
